Series,Market,Body Model,Seq,CPOS,Brand,Format,Font,Description1,unknown2,Special,Description2
H,F,JCEP49,1,ADX,A15,B,A29,JOURNEY BLACKTOP A TI,,,
H,F,JCEP49,2,,A15,B,A29,JOURNEY SXT A TI,,,
H,F,JCER49,1,2DV,A15,B,A29,JOURNEY CROSSROAD A TI,,,
H,F,JCER49,2,,A15,B,A29,JOURNEY CROSSROAD A TI,,,
H,F,JCES49,1,2DX,A15,B,A29,JOURNEY R/T A TI,,,
H,F,JCES49,2,,A15,B,A29,JOURNEY R/T A TI,,,
H,F,JCEX49,1,2DP,A15,B,A29,JOURNEY R/T RALLYE A TI,,,
H,F,JCEX49,2,,A15,B,A29,JOURNEY R/T RALLYE A TI,,,
H,F,JKJ,1,,A08,B,C29,WRANGLER,,,
H,F,JKJL72,1,2TA,A08,B,C29,WRANGLER NIGHT SKY 4X4,,,
H,F,JKJL72,2,2TB,A08,B,C29,WRANGLER SPORT 4X4,,,
H,F,JKJL72,3,2TS,A08,B,C29,WRANGLER SPORT 'S' 4X4,,,
H,F,JKJL72,4,2TW,A08,B,C29,WRANGLER WILLYS 4X4,,,
H,F,JKJL72,5,,A08,B,C29,WRANGLER SPORT 4X4,,,
H,F,JKJM74,1,2TA,A08,2,C25,WRANGLER UNLIMITED NIGHT,,,SKY 4X4
H,F,JKJM74,2,2TS,A08,2,C25,WRANGLER UNLIMITED SPORTS,,,'S' 4X4
H,F,JKJM74,3,2TW,A08,2,C25,WRANGLER UNLIMITED WILLYS,,,4X4
H,F,JKJM74,4,,A08,2,C25,WRANGLER UNLIMITED SPORT,,,4X4
H,F,JKJP72,1,2TG,A08,B,C29,WRANGLER SAHARA 4X4,,,
H,F,JKJP72,2,2TH,A08,2,C25,WRANGLER SAHARA 75e ANNIV,,,ERSAIRE
H,F,JKJP72,3,2TX,A08,2,C25,WRANGLER SAHARA BACKCOUNT,,,RY 4X4
H,F,JKJP72,4,,A08,B,C29,WRANGLER SAHARA,,,
H,F,JKJP74,1,2TG,A08,2,C25,WRANGLER UNLIMITED SAHARA,,,4X4
H,F,JKJP74,2,2TH,A08,2,C19,WRANGLER UNLIMITED SAHARA,,,75e ANNIVERSAIRE
H,F,JKJP74,3,2TX,A08,2,C25,WRANGLER SAHARA BACKCOUNT,,,RY 4X4
H,F,JKJP74,4,,A08,2,C25,WRANGLER UNLIMITED SAHARA,,,4X4
H,F,JKJS72,1,2DJ,A08,2,C29,WRANGLER RUBICON HARD ROC,,,K
H,F,JKJS72,2,2TR,A08,B,C29,WRANGLER RUBICON 4X4,,,
H,F,JKJS72,3,,A08,B,C29,WRANGLER RUBICON 4X4,,,
H,F,JKJS74,1,2DJ,A08,2,C25,WRANGLER UNLIMITED HARD R,,,OCK
H,F,JKJS74,2,2TR,A08,2,C25,WRANGLER UNLIMITED RUBICO,,,N 4X4
H,F,JKJS74,3,,A08,2,C25,WRANGLER UNLIMITED RUBICO,,,N 4X4
H,F,JKU,1,,A08,B,C29,WRANGLER RHD 4X4,,,
H,F,JKUM74,1,,A08,2,C25,WRANGLER UNLIMITED SPORT,,,RHD 4X4
H,F,KLJ,1,,A08,B,C29,CHEROKEE 4X4,Y,,
H,F,KLJH74,1,25E,A08,B,C29,CHEROKEE TRAILHAWK 4X4,Y,,
H,F,KLJH74,2,25L,A08,2,C25,CHEROKEE TRAILHAWK CUIR 4,,,X4
H,F,KLJH74,3,27E,A08,B,C29,CHEROKEE TRAILHAWK 4X4,Y,,
H,F,KLJH74,4,27L,A08,2,C25,CHEROKEE TRAILHAWK CUIR 4,,,X4
H,F,KLJH74,5,,A08,B,C29,CHEROKEE TRAILHAWK 4X4,Y,,
H,F,KLJL74,1,24A,A08,B,C29,CHEROKEE SPORT 4X4,Y,,
H,F,KLJL74,2,26A,A08,B,C29,CHEROKEE SPORT 4X4,Y,,
H,F,KLJL74,3,2FN,A08,2,C29,CHEROKEE SPORT ALTITUDE 4,,,X4
H,F,KLJL74,4,24N,A08,2,C29,CHEROKEE SPORT ALTITUDE 4,,,X4
H,F,KLJL74,5,26N,A08,2,C29,CHEROKEE SPORT ALTITUDE 4,,,X4
H,F,KLJL74,6,,A08,B,C29,CHEROKEE SPORT 4X4,Y,,
H,F,KLJM74,1,24F,A08,2,C25,CHEROKEE 75e ANNIVERSAIRE,,,4X4
H,F,KLJM74,2,24J,A08,B,C29,CHEROKEE NORTH 4X4,Y,,
H,F,KLJM74,3,25F,A08,2,C25,CHEROKEE 75e ANNIVERSAIRE,,,4X4
H,F,KLJM74,4,25J,A08,B,C29,CHEROKEE NORTH 4X4,Y,,
H,F,KLJM74,5,26F,A08,2,C25,CHEROKEE 75e ANNIVERSAIRE,,,4X4
H,F,KLJM74,6,26J,A08,B,C29,CHEROKEE NORTH 4X4,Y,,
H,F,KLJM74,7,27F,A08,2,C25,CHEROKEE 75e ANNIVERSAIRE,,,4X4
H,F,KLJM74,8,27J,A08,B,C29,CHEROKEE NORTH 4X4,Y,,
H,F,KLJM74,9,,A08,B,C29,CHEROKEE NORTH 4X4,Y,,
H,F,KLJP74,1,24G,A08,B,C29,CHEROKEE LIMITED 4X4,Y,,
H,F,KLJP74,2,24P,A08,2,C25,CHEROKEE LIMITED HIGH ALT,,,ITUDE 4X4
H,F,KLJP74,3,25G,A08,B,C29,CHEROKEE LIMITED 4X4,Y,,
H,F,KLJP74,4,25P,A08,2,C25,CHEROKEE LIMITED HIGH ALT,,,ITUDE 4X4
H,F,KLJP74,5,26G,A08,B,C29,CHEROKEE LIMITED 4X4,Y,,
H,F,KLJP74,6,26P,A08,2,C25,CHEROKEE LIMITED HIGH ALT,,,ITUDE 4X4
H,F,KLJP74,7,27G,A08,B,C29,CHEROKEE LIMITED 4X4,Y,,
H,F,KLJP74,8,27P,A08,2,C25,CHEROKEE LIMITED HIGH ALT,,,ITUDE 4X4
H,F,KLJP74,9,,A08,B,C29,CHEROKEE LIMITED 4X4,Y,,
H,F,KLJS74,1,27M,A08,B,C29,CHEROKEE OVERLAND 4X4,Y,,
H,F,KLJS74,2,,A08,B,C29,CHEROKEE OVERLAND 4X4,Y,,
H,F,KLT,1,,A08,B,C29,CHEROKEE 4X2,Y,,
H,F,KLTL74,1,24A,A08,B,C29,CHEROKEE SPORT 4X2,Y,,
H,F,KLTL74,2,2FN,A08,2,C29,CHEROKEE SPORT ALTITUDE 4,,,X2
H,F,KLTL74,3,24N,A08,2,C29,CHEROKEE SPORT ALTITUDE 4,,,X2
H,F,KLTL74,4,26A,A08,B,C29,CHEROKEE SPORT 4X2,Y,,
H,F,KLTL74,5,26N,A08,2,C29,CHEROKEE SPORT ALTITUDE 4,,,X2
H,F,KLTL74,6,,A08,B,C29,CHEROKEE SPORT 4X2,Y,,
H,F,KLTM74,1,24J,A08,B,C29,CHEROKEE NORTH 4X2,Y,,
H,F,KLTM74,2,26J,A08,B,C29,CHEROKEE NORTH 4X2,Y,,
H,F,KLTM74,3,24F,A08,2,C29,CHEROKEE 75e ANNIVERSAIRE,,,4X2
H,F,KLTM74,4,26F,A08,2,C29,CHEROKEE 75e ANNIVERSAIRE,,,4X2
H,F,KLTM74,5,,A08,B,C29,CHEROKEE NORTH 4X2,Y,,
H,F,KLTP74,1,24G,A08,B,C29,CHEROKEE LIMITED 4X2,Y,,
H,F,KLTP74,2,26G,A08,B,C29,CHEROKEE LIMITED 4X2,Y,,
H,F,KLTP74,3,2FP,A08,2,C25,CHEROKEE LIMITED HIGH ALT,,,ITUDE 4X2
H,F,KLTP74,4,24P,A08,2,C25,CHEROKEE LIMITED HIGH ALT,,,ITUDE 4X2
H,F,KLTP74,5,26P,A08,2,C25,CHEROKEE LIMITED HIGH ALT,,,ITUDE 4X2
H,F,KLTP74,6,,A08,B,C29,CHEROKEE LIMITED 4X2,Y,,
H,F,KLTS74,1,24M,A08,B,C29,CHEROKEE OVERLAND 4X2,Y,,
H,F,KLTS74,2,26M,A08,B,C29,CHEROKEE OVERLAND 4X2,Y,,
H,F,KLTS74,3,,A08,B,C29,CHEROKEE OVERLAND 4X2,Y,,
H,F,LAD,1,,A15,B,A29,CHALLENGER,,,
H,F,LADH22,1,ADX,A15,B,A29,CHALLENGER SXT BLACKTOP,,,
H,F,LADH22,2,AGL,A15,B,A29,CHALLENGER SUPER SPORT,,,
H,F,LADH22,3,2DA,A15,B,A29,CHALLENGER SXT,,,
H,F,LADH22,4,,A15,B,A29,CHALLENGER SXT,,,
H,F,LADP22,1,ADX,A15,B,A29,CHALLENGER R/T BLACKTOP,,,
H,F,LADP22,2,2DD,A15,B,A29,CHALLENGER R/T,,,
H,F,LADP22,3,2DS,A15,B,A29,CHALLENGER R/T SHAKER,,,
H,F,LADP22,4,2DV,A15,B,A29,CHALLENGER SXT PLUS,,,
H,F,LADP22,5,,A15,B,A29,CHALLENGER SXT PLUS,,,
H,F,LADR22,1,2DR,A15,B,A29,CHALLENGER SRT HELLCAT,,,
H,F,LADR22,2,,A15,B,A29,CHALLENGER SRT HELLCAT,,,
H,F,LADS22,1,2DK,A15,B,A29,CHALLENGER SRT,,,
H,F,LADS22,2,,A15,B,A29,CHALLENGER SRT,,,
H,F,LADX22,1,ALS,A15,S,A29,MOPAR17,,88J,
H,F,LADX22,2,2DY,A15,2,A29,CHALLENGER SCAT PACK SHAK,,,ER
H,F,LADX22,3,2DG,A15,B,A29,CHALLENGER SCAT PACK,,,
H,F,LADX22,4,,A15,B,A29,CHALLENGER SCAT PACK,,,
H,F,LAEH22,1,,A15,B,A29,CHALLENGER GT A TI,,,
H,F,LDD,1,,A15,B,A29,CHARGER,,,
H,F,LDDE48,1,2DA,A15,2,A25,CHARGER ENFORCER VEHICLE,,,DE POLICE
H,F,LDDE48,2,,A15,2,A25,CHARGER ENFORCER VEHICLE,,,DE POLICE
H,F,LDDM48,1,2DG,A15,B,A29,CHARGER SE,,,
H,F,LDDM48,2,,A15,B,A29,CHARGER SE,,,
H,F,LDDP48,1,AAY,A15,B,A29,CHARGER R/T,,,
H,F,LDDP48,2,2DN,A15,B,A29,CHARGER R/T,,,
H,F,LDDP48,3,2DR,A15,B,A29,CHARGER R/T ROAD/TRACK,,,
H,F,LDDP48,4,,A15,B,A29,CHARGER R/T,,,
H,F,LDDR48,1,2DW,A15,B,A29,CHARGER SCAT PACK,,,
H,F,LDDR48,2,,A15,B,A29,CHARGER SCAT PACK,,,
H,F,LDDS48,1,AAY,A15,B,A29,CHARGER SXT PLUS,,,
H,F,LDDS48,2,ASC,A15,2,A25,CHARGER ENSEMBLE ALLURE R,,,ALLYE
H,F,LDDS48,3,2DH,A15,B,A29,CHARGER SXT,,,
H,F,LDDS48,4,,A15,B,A29,CHARGER SXT,,,
H,F,LDDT48,1,2DT,A15,B,A29,CHARGER SRT HELLCAT,,,
H,F,LDDT48,2,,A15,B,A29,CHARGER SRT HELLCAT,,,
H,F,LDDX48,1,2DX,A15,B,A29,CHARGER SRT,,,
H,F,LDDX48,2,,A15,B,A29,CHARGER SRT,,,
H,F,LDE,1,,A15,B,A29,CHARGER A TI,,,
H,F,LDEE48,1,2DA,A15,2,A29,CHARGER ENFORCER POLICE A,,,TI
H,F,LDEE48,2,,A15,2,A29,CHARGER ENFORCER POLICE A,,,TI
H,F,LDEM48,1,2DG,A15,B,A29,CHARGER SE AWD,,,
H,F,LDEM48,2,,A15,B,A29,CHARGER SE AWD,,,
H,F,LDES48,1,ASC,A15,B,A29,CHARGER SXT RALLYE A TI,,,
H,F,LDES48,2,AZ5,A15,B,A29,CHARGER SXT PLUS A TI,,,
H,F,LDES48,3,2DH,A15,B,A29,CHARGER SXT A TI,,,
H,F,LDES48,4,,A15,B,A29,CHARGER SXT A TI,,,
H,F,LXC,1,,A11,B,C29,300 TOURING,,,
H,F,LXCH48,1,2DF,A11,B,C29,300 TOURING,,,
H,F,LXCH48,2,2DJ,A11,2,C19,CHRYSLER 300 EDITION 90E,,,ANNIVERSAIRE
H,F,LXCH48,3,,A11,B,C29,300 TOURING,,,
H,F,LXCL48,1,2DG,A11,B,C29,300S,,,
H,F,LXCL48,2,2DL,A11,2,C25,CHRYSLER 300 EDITION ALLO,,,Y
H,F,LXCL48,3,,A11,B,C29,300S,,,
H,F,LXCR48,1,2DR,A11,B,C29,300C PLATINUM,,,
H,F,LXCR48,2,,A11,B,C29,300C PLATINUM,,,
H,F,LXCS48,1,2DT,A11,B,C29,300C,,,
H,F,LXCS48,2,,A11,B,C29,300C,,,
H,F,LXCX48,1,2DX,A11,B,C29,300C SRT,,,
H,F,LXCX48,2,,A11,B,C29,300C SRT,,,
H,F,LXFH48,1,2DF,A11,B,C29,300 TOURING A TI,,,
H,F,LXFH48,2,2DJ,A11,2,C19,CHRYSLER 300 A TI EDITION,,90I,90E ANNIVERSAIRE
H,F,LXFH48,3,,A11,B,C29,300 TOURING A TI,,,
H,F,LXFL48,1,2DG,A11,B,C29,300S A TI,,,
H,F,LXFL48,2,2DL,A11,2,C19,CHRYSLER 300 EDITION ALLO,,,Y A TI
H,F,LXFL48,3,,A11,B,C29,300S A TI,,,
H,F,LXFR48,1,,A11,B,C29,300C PLATINUM A TI,,,
H,F,LXFS48,1,2DT,A11,B,C29,300C A TI,,,
H,F,LXFS48,2,,A11,B,C29,300C A TI,,,
H,F,MKJH49,1,AL3,A08,2,C29,COMPASS NORTH ALL SEASON,,,4X4
H,F,MKJH49,2,2GD,A08,B,C29,COMPASS SPORT 4X4,Y,,
H,F,MKJH49,3,2GE,A08,B,C29,COMPASS NORTH 4X4,Y,,
H,F,MKJH49,4,23G,A08,B,C29,COMPASS HIGH ALTITUDE 4X4,Y,,
H,F,MKJH49,5,25D,A08,B,C29,COMPASS SPORT 4X4,Y,,
H,F,MKJH49,6,25E,A08,B,C29,COMPASS NORTH 4X4,Y,,
H,F,MKJH49,7,28D,A08,B,C29,COMPASS SPORT 4X4,Y,,
H,F,MKJH49,8,28E,A08,B,C29,COMPASS NORTH 4X4,Y,,
H,F,MKJH49,9,,A08,B,C29,COMPASS 4X4,Y,,
H,F,MKJL74,1,AL3,A08,2,C25,PATRIOT NORTH ALL SEASON,,,4X4
H,F,MKJL74,2,2DK,A08,2,C25,PATRIOT 75e ANNIVERSAIRE,,,4X4
H,F,MKJL74,3,2GD,A08,B,C29,PATRIOT SPORT 4X4,Y,,
H,F,MKJL74,4,2GE,A08,B,C29,PATRIOT NORTH 4X4,Y,,
H,F,MKJL74,5,23G,A08,B,C29,PATRIOT HIGH ALTITUDE 4X4,Y,,
H,F,MKJL74,6,25D,A08,B,C29,PATRIOT SPORT 4X4,Y,,
H,F,MKJL74,7,25E,A08,B,C29,PATRIOT NORTH 4X4,Y,,
H,F,MKJL74,8,28D,A08,B,C29,PATRIOT SPORT 4X4,Y,,
H,F,MKJL74,9,28E,A08,B,C29,PATRIOT NORTH 4X4,Y,,
H,F,MKJL74,10,,A08,B,C29,PATRIOT 4X4,Y,,
H,F,MKTH49,1,AL3,A08,2,C29,COMPASS NORTH ALL SEASON,,,4X2
H,F,MKTH49,2,2BD,A08,B,C29,COMPASS SPORT 4X2,Y,,
H,F,MKTH49,3,2BE,A08,B,C29,COMPASS NORTH 4X2,Y,,
H,F,MKTH49,4,2FD,A08,B,C29,COMPASS SPORT 4X2,Y,,
H,F,MKTH49,5,2FE,A08,B,C29,COMPASS NORTH 4X2,Y,,
H,F,MKTH49,6,2GD,A08,B,C29,COMPASS SPORT 4X2,Y,,
H,F,MKTH49,7,2GE,A08,B,C29,COMPASS NORTH 4X2,Y,,
H,F,MKTH49,8,24G,A08,B,C29,COMPASS HIGH ALTITUDE 4X2,Y,,
H,F,MKTH49,9,25D,A08,B,C29,COMPASS SPORT 4X2,Y,,
H,F,MKTH49,10,25E,A08,B,C29,COMPASS NORTH 4X2,Y,,
H,F,MKTH49,11,,A08,B,C29,COMPASS 4X2,Y,,
H,F,MKTL74,1,AL3,A08,2,C25,PATRIOT NORTH ALL SEASON,,,4X2
H,F,MKTL74,2,2BD,A08,B,C29,PATRIOT SPORT 4X2,Y,,
H,F,MKTL74,3,2BE,A08,B,C29,PATRIOT NORTH 4X2,Y,,
H,F,MKTL74,4,2DK,A08,2,C25,PATRIOT 75e ANNIVERSAIRE,,,4X2
H,F,MKTL74,5,2FD,A08,B,C29,PATRIOT SPORT 4X2,Y,,
H,F,MKTL74,6,2FE,A08,B,C29,PATRIOT NORTH 4X2,Y,,
H,F,MKTL74,7,2GD,A08,B,C29,PATRIOT SPORT 4X2,Y,,
H,F,MKTL74,8,2GE,A08,B,C29,PATRIOT NORTH 4X2,Y,,
H,F,MKTL74,9,24G,A08,B,C29,PATRIOT HIGH ALTITUDE 4X2,Y,,
H,F,MKTL74,10,25D,A08,B,C29,PATRIOT SPORT 4X2,Y,,
H,F,MKTL74,11,25E,A08,B,C29,PATRIOT NORTH 4X2,Y,,
H,F,MKTL74,12,,A08,B,C29,PATRIOT 4X2,Y,,
H,F,MPJ,1,,A08,B,C29,COMPASS 4X4,Y,,
H,F,MPJH74,1,,A08,B,C29,COMPASS TRAILHAWK 4X4,Y,,
H,F,MPJL74,1,,A08,B,C29,COMPASS SPORT 4X4,Y,,
H,F,MPJM74,1,,A08,B,C29,COMPASS NORTH 4X4,Y,,
H,F,MPJP74,1,,A08,B,C29,COMPASS LIMITED 4X4,Y,,
H,F,MPT,1,,A08,B,C29,COMPASS 4X2,Y,,
H,F,MPTL74,1,,A08,B,C29,COMPASS SPORT 4X2,Y,,
H,F,MPTM74,1,,A08,B,C29,COMPASS NORTH 4X2,Y,,
H,F,RTKH53,1,AAY,A15,2,A25,"GRAND CARAVAN SXT PLUS ""S",,,"TOW N GO"""
H,F,RTKH53,2,ADZ,A15,B,A29,GRAND CARAVAN BLACKTOP,,,
H,F,RTKH53,3,ALY,A15,B,A29,GRAND CARAVAN SE PLUS,,,
H,F,RTKH53,4,2DP,A15,2,A25,GRAND CARAVAN PREMIUM PLU,,,S
H,F,RTKH53,5,29E,A15,2,A19,GRAND CARAVAN SE AVEC ENS,,,EMBLE VALEUR PLUS
H,F,RTKH53,6,29G,A15,2,A25,"GRAND CARAVAN SXT ""STOW N",,,"GO"""
H,F,RTKH53,7,,A15,B,A29,GRAND CARAVAN SE,Y,,
H,F,RTKP53,1,29L,A15,B,A29,GRAND CARAVAN CREW PLUS,Y,,
H,F,RTKP53,2,29K,A15,B,A29,GRAND CARAVAN CREW,Y,,
H,F,RTKP53,3,,A15,B,A29,GRAND CARAVAN CREW,Y,,
H,F,RTKX53,1,2DN,A15,B,A29,GRAND CARAVAN GT,Y,,
H,F,RTKX53,2,,A15,B,A29,GRAND CARAVAN GT,Y,,
H,F,RU,1,,A11,B,F19,PACIFICA,Y,,
H,F,RUCH53,1,,A11,B,F19,PACIFICA TOURING - L,Y,,
H,F,RUCL53,1,,A11,B,F19,PACIFICA LX,Y,,
H,F,RUCM53,1,,A11,B,F19,PACIFICA TOURING,Y,,
H,F,RUCP53,1,,A11,B,F19,PACIFICA TOURING - L PLUS,Y,,
H,F,RUCS53,1,,A11,B,F19,PACIFICA LIMITED,Y,,
H,F,RUCT53,1,,A11,B,F19,PACIFICA LIMITED PLATINUM,Y,,
H,F,RUEH53,1,,A11,B,F19,PACIFICA PREMIUM HYBRIDE,Y,,
H,F,RUEP53,1,,A11,B,F19,PACIFICA TOURING HYBRIDE,Y,,
H,F,RUES53,1,,A11,B,F19,PACIFICA PLATINUM HYBRIDE,Y,,
H,F,UF,1,,A11,B,C29,200,,,
H,F,UFCE41,1,2DA,A11,B,C29,200 LX,,,
H,F,UFCE41,2,2DB,A11,B,C29,200 TOURING,,,
H,F,UFCE41,3,,A11,B,C29,200 LX,,,
H,F,UFCH41,1,A2N,A11,2,C19,200 LIMITED EDITION 90E A,,,NNIVERSAIRE
H,F,UFCH41,2,2DE,A11,B,C29,200 LIMITED,,,
H,F,UFCH41,3,2DK,A11,B,C29,200 LIMITED,,,
H,F,UFCH41,4,,A11,B,C29,200 LIMITED,,,
H,F,UFCL41,1,2DL,A11,B,C29,200S,,,
H,F,UFCL41,2,2DM,A11,B,C29,200S ENSEMBLE ALLOY,,,
H,F,UFCL41,3,,A11,B,C29,200S,,,
H,F,UFCS41,1,2DN,A11,B,C29,200C,,,
H,F,UFCS41,2,2DP,A11,B,C29,200C,,,
H,F,UFCS41,3,,A11,B,C29,200C,,,
H,F,UFFL41,1,2DL,A11,B,C29,200S A TI,,,
H,F,UFFL41,2,2DM,A11,2,C19,200S A TI ENSEMBLE ALLOY,,,EDITION
H,F,UFFL41,3,,A11,B,C29,200S A TI,,,
H,F,UFFS41,1,2DN,A11,B,C29,200C A TI,,,
H,F,UFFS41,2,2DP,A11,B,C29,200C A TI,,,
H,F,UFFS41,3,,A11,B,C29,200C A TI,,,
H,F,VF1L11,1,2TA,A14,2,A18,RAM 1500 PROMASTER CARGO,,,"VAN 118"" WB"
H,F,VF1L11,2,,A14,2,A18,RAM 1500 PROMASTER CARGO,,,"VAN 118"" WB"
H,F,VF1L12,1,2TA,A14,2,A18,RAM 1500 PROMASTER CARGO,,,"VAN 136"" WB"
H,F,VF1L12,2,,A14,2,A18,RAM 1500 PROMASTER CARGO,,,"VAN 136"" WB"
H,F,VF1L13,1,2TA,A14,2,A18,RAM 1500 PROMASTER CARGO,,,"VAN 136"" WB HIGH ROOF"
H,F,VF1L13,2,,A14,2,A18,RAM 1500 PROMASTER CARGO,,,"VAN 136"" WB HIGH ROOF"
H,F,VF2L02,1,2TA,A14,2,A18,RAM 2500 PROMASTER CHASSI,,,"S CAB 136"" WB"
H,F,VF2L02,2,,A14,2,A18,RAM 2500 PROMASTER CHASSI,,,"S CAB 136"" WB"
H,F,VF2L13,1,2TA,A14,2,A18,RAM 2500 PROMASTER CARGO,,,"VAN 136"" WB HIGH ROOF"
H,F,VF2L13,2,,A14,2,A18,RAM 2500 PROMASTER CARGO,,,"VAN 136"" WB HIGH ROOF"
H,F,VF2L16,1,2TA,A14,2,A18,RAM 2500 PROMASTER CARGO,,,"VAN 159"" WB HIGH ROOF"
H,F,VF2L16,2,,A14,2,A18,RAM 2500 PROMASTER CARGO,,,"VAN 159"" WB HIGH ROOF"
H,F,VF2L26,1,2TA,A14,2,A18,RAM 2500 PROMASTER WINDOW,,,"VAN 159"" WB HIGH ROOF"
H,F,VF2L26,2,,A14,2,A18,RAM 2500 PROMASTER WINDOW,,,"VAN 159"" WB HIGH ROOF"
H,F,VF2L32,1,2TA,A14,2,A18,RAM 2500 PROMASTER CUTAWA,,,"Y 136"" WB"
H,F,VF2L32,2,,A14,2,A18,RAM 2500 PROMASTER CUTAWA,,,"Y 136"" WB"
H,F,VF3L02,1,2TA,A14,2,A19,RAM 3500 PROMASTER CHASSI,,,"S CAB 136"" WB"
H,F,VF3L02,2,,A14,2,A19,RAM 3500 PROMASTER CHASSI,,,"S CAB 136"" WB"
H,F,VF3L04,1,2TA,A14,2,A19,RAM 3500 PROMASTER CHASSI,,,"S CAB 159"" WB"
H,F,VF3L04,2,,A14,2,A19,RAM 3500 PROMASTER CHASSI,,,"S CAB 159"" WB"
H,F,VF3L05,1,2TA,A14,2,A18,RAM 3500 PROMASTER CHASSI,,,"S CAB 159"" WB EXT"
H,F,VF3L05,2,,A14,2,A18,RAM 3500 PROMASTER CHASSI,,,"S CAB 159"" WB EXT"
H,F,VF3L16,1,2TA,A14,2,A18,RAM 3500 PROMASTER CARGO,,,"VAN 159"" WB HIGH ROOF"
H,F,VF3L16,2,,A14,2,A18,RAM 3500 PROMASTER CARGO,,,"VAN 159"" WB HIGH ROOF"
H,F,VF3L17,1,2TA,A14,2,A18,RAM 3500 PROMASTER CARGO,,,"VAN 159"" EXT HIGH ROOF"
H,F,VF3L17,2,,A14,2,A18,RAM 3500 PROMASTER CARGO,,,"VAN 159"" EXT HIGH ROOF"
H,F,VF3L27,1,2TA,A14,2,A18,RAM 3500 PROMASTER WINDOW,,,"VAN 159"" WB EXT"
H,F,VF3L27,2,,A14,2,A18,RAM 3500 PROMASTER WINDOW,,,"VAN 159"" WB EXT"
H,F,VF3L32,1,2TA,A14,2,A25,RAM 3500 PROMASTER CUTAWA,,,"Y 136"" WB"
H,F,VF3L32,2,,A14,2,A25,RAM 3500 PROMASTER CUTAWA,,,"Y 136"" WB"
H,F,VF3L34,1,2TA,A14,2,A25,RAM 3500 PROMASTER CUTAWA,,,"Y 159"" WB"
H,F,VF3L34,2,,A14,2,A25,RAM 3500 PROMASTER CUTAWA,,,"Y 159"" WB"
H,F,VF3L35,1,2TA,A14,2,A19,RAM 3500 PROMASTER CUTAWA,,,"Y 159"" WB EXT"
H,F,VF3L35,2,,A14,2,A19,RAM 3500 PROMASTER CUTAWA,,,"Y 159"" WB EXT"
H,F,VMDH11,1,2TD,A14,2,A18,RAM PROMASTER CITY SLT VA,,,N
H,F,VMDH11,2,,A14,2,A18,RAM PROMASTER CITY SLT VA,,,N
H,F,VMDH51,1,2TB,A14,2,A18,RAM PROMASTER CITY SLT WA,,,GON
H,F,VMDH51,2,,A14,2,A18,RAM PROMASTER CITY SLT WA,,,GON
H,F,VMDL11,1,2TC,A14,B,A18,RAM PROMASTER CITY ST VAN,,,
H,F,VMDL11,2,,A14,B,A18,RAM PROMASTER CITY ST VAN,,,
H,F,VMDL51,1,2TA,A14,2,A18,RAM PROMASTER CITY ST WAG,,,ON
H,F,VMDL51,2,,A14,2,A18,RAM PROMASTER CITY ST WAG,,,ON
H,F,WDE,1,,A15,B,A29,DURANGO,Y,,
H,F,WDEE75,1,2TX,A15,2,A25,DURANGO SPECIAL SERVICE A,,,TI
H,F,WDEE75,2,,A15,2,A25,DURANGO SPECIAL SERVICE A,,,TI
H,F,WDEH75,1,2TE,A15,B,A29,DURANGO GT A TI,Y,,
H,F,WDEH75,2,,A15,B,A29,DURANGO LIMITED A TI,Y,,
H,F,WDEL75,1,2TB,A15,B,A29,DURANGO SXT A TI,Y,,
H,F,WDEL75,2,,A15,B,A29,DURANGO SXT A TI,Y,,
H,F,WDEP75,1,2TJ,A15,B,A29,DURANGO CITADEL A TI,Y,,
H,F,WDEP75,2,2TP,A15,2,A25,DURANGO CITADEL EDITION P,,,LATINUM A TI
H,F,WDEP75,3,,A15,B,A29,DURANGO CITADEL A TI,Y,,
H,F,WDES75,1,2TS,A15,B,A29,DURANGO R/T A TI,Y,,
H,F,WDES75,2,,A15,B,A29,DURANGO R/T A TI,Y,,
H,F,WKJ,1,,A08,B,C29,GRAND CHEROKEE,,,
H,F,WKJH74,1,2TE,A08,B,C29,GRAND CHEROKEE LAREDO 4X4,,,
H,F,WKJH74,2,2TF,A08,2,C19,GRAND CHEROKEE LAREDO 75e,,,ANNIVERSAIRE 4X4
H,F,WKJH74,3,,A08,B,C29,GRAND CHEROKEE LAREDO 4X4,,,
H,F,WKJP74,1,2TH,A08,2,C29,GRAND CHEROKEE LIMITED 4X,,,4
H,F,WKJP74,2,2TK,A08,2,C19,GRAND CHEROKEE LIMITED 75,,,e ANNIVERSAIRE 4X4
H,F,WKJP74,3,,A08,2,C29,GRAND CHEROKEE LIMITED 4X,,,4
H,F,WKJR74,1,2TJ,A08,2,C29,GRAND CHEROKEE TRAILHAWK,,,4X4
H,F,WKJR74,2,,A08,2,C29,GRAND CHEROKEE TRAILHAWK,,,4X4
H,F,WKJS74,1,2TP,A08,2,C29,GRAND CHEROKEE OVERLAND 4,,,X4
H,F,WKJS74,2,,A08,2,C29,GRAND CHEROKEE OVERLAND 4,,,X4
H,F,WKJT74,1,2TR,A08,B,C29,GRAND CHEROKEE SUMMIT 4X4,,,
H,F,WKJT74,2,,A08,B,C29,GRAND CHEROKEE SUMMIT 4X4,,,
H,F,WKJX74,1,2TL,A08,B,C29,GRAND CHEROKEE SRT 4X4,,,
